asin,title,rating,total_reviews,manufacturer,recent_month_sales,new_count,used_count,refurbished_count,availability_amazon,return_rate
B0DCH2385H,"Lenovo Thinkpad E16 Business Laptop 16.0"" IPS WUXGA Display (AMD Ryzen 5 7535U, 32GB DDR5, 1TB PCIe SSD, Backlit KYB, Fingerprint, WiFi 6, BT 5.3, Win 11 Pro) w/DKZ Hub USB Port Expander",4.4,97,Lenovo,0,5,0,0,0,0
B0DCKZ757Q,"Lenovo ThinkPad E16 Business Laptop 16.0"" Touch IPS WUXGA Display (Intel Ultra 5-225U, 16GB DDR5, 512GB PCIe SSD, Intel Graphics, Backlit KB, Fingerprint, Win 11 Pro) w/Dockztorm Hub",4.4,97,Lenovo,0,2,0,0,0,1
B0DCLCJZQM,"Lenovo ThinkPad E16 Business Laptop 16.0"" Touch IPS WUXGA Display (Intel Ultra 5-225U, 32GB DDR5, 1TB PCIe SSD, Intel Graphics, Backlit KB, Fingerprint, Win 11 Pro) w/Dockztorm Hub",4.4,97,Lenovo,0,2,0,0,0,0
B0DCLH6VRT,"Lenovo ThinkPad E16 Business Laptop 16.0"" Touch IPS WUXGA Display (Intel Ultra 5-225U, 32GB DDR5, 512GB PCIe SSD, Intel Graphics, Backlit KB, Fingerprint, Win 11 Pro) w/Dockztorm Hub",5.0,4,Lenovo,0,1,0,0,0,0
B0DCMPRRFD,"CyberPowerPC Gamer Xtreme VR Gaming PC, Intel Core i5-13400F 2.5GHz, GeForce RTX 4060 8GB, 16GB DDR5, 1TB PCIe Gen4 SSD, WiFi Ready & Windows 11 Home (GXiVR8060A24)",4.6,703,CyberPowerPC,0,3,0,0,0,0
B0DCWBTJ93,"Lenovo ThinkCentre M70s Small Form Factor Business Desktop, 14th Gen Intel 10-Core i5-14400, 16GB DDR5 RAM, 1TB SSD, HDMI, DP, Wi-Fi 6, Windows 11 Pro, Bundle with Adata UC310 64GB USB Flash Drive",4.5,29,"Lenovo Group, Ltd.",0,1,0,0,0,0
B0DCWCSYF5,"Lenovo ThinkCentre M70s Small Form Factor Business Desktop, 14th Gen Intel 10-Core i5-14400, 32GB DDR5 RAM, 2TB SSD, HDMI, DP, Wi-Fi 6, Windows 11 Pro, Bundle with Adata UC310 64GB USB Flash Drive",4.5,29,"Lenovo Group, Ltd.",0,1,0,0,0,0
B0DCWCTP6F,"Lenovo ThinkCentre M70s Small Form Factor Business Desktop, 14th Gen Intel 10-Core i5-14400, 16GB DDR5 RAM, 512GB SSD, HDMI, DP, Wi-Fi 6, W11 Pro, Bundle with Adata UC310 64GB USB Flash Drive",4.5,29,"Lenovo Group, Ltd.",0,1,0,0,0,0
B0DCWWZBKQ,"Lenovo ThinkCentre M70s Small Form Factor Business Desktop, 14th Gen Intel 10-Core i5-14400, 32GB DDR5 RAM, 1TB SSD, HDMI, DP, Wi-Fi 6, Windows 11 Pro, Bundle with Adata UC310 64GB USB Flash Drive",4.5,29,"Lenovo Group, Ltd.",50,1,0,0,0,0
B0DDJ1678Z,"suevery Gaming PC Prebuilt Desktop Computer White (Black, RTX 3050 6G)",4.0,7,SUEVERY,0,0,0,0,0,0
B0DDPSZF59,"All-in-One Desktop Computer for Home Office,Intel Quad-Core N5095 Processor,16GB RAM, 512GB SSD, WiFi 6, Bluetooth 5.2, Windows 11 Pro,Home PC, Wired KB & Mouse,w/Accessories",4.6,30,JSHIX,0,0,0,0,0,0
B0DDQXH2GK,"HP Envy Desktop PC, Intel Core i7-14700, 32 GB RAM, 1 TB SSD, Intel UHD Graphics 770, Windows 11 Pro, TE01-5002 (2024)",4.4,131,hp,1000,12,4,0,0,0
B0DDT7VM7Z,"HP 15.6"" FHD Laptop Computer for Business Home and Student, 8GB DDR4 RAM, 256GB PCIe SSD, Intel Processor (Beat i3-1115G4), WiFi 6E, Bluetooth 5.3, Type-C, HDMI, Webcam, Windows 11 Pro",4.6,20,hp,0,0,0,0,0,0
B0DDZH85XN,"ViprTech Reaper 1.0 Liquid-Cooled PC - AMD Ryzen 7 8700F (5.0Ghz Turbo), RTX 5060 8GB, 16GB DDR5, 1TB NVMe SSD, Gold PSU, VR-Ready, WiFi, BT, Win 11, Gaming Desktop Computer Prebuilt, Black",4.2,141,ViprTech,0,1,0,0,0,0
B0DDZWVK21,"ViprTech Reaper 3.0 Gaming PC - AMD Ryzen 7 8700F (5.0Ghz Liquid Cooled), RTX 5070 12GB, 32GB DDR5 RAM, 2TB NVMe SSD, 800W Gold, VR-Ready, WiFi BT, Win 11, Desktop Computer, Black",4.2,142,ViprTech,50,1,0,0,0,0
B0DF6QBHZS,"2020 Apple MacBook Air with Apple M1 chip, 13-inch, 16GB RAM, 1TB SSD Storage (QWERTY English) Silver (Renewed)",4.3,2736,Apple,1000,2,1,3,0,0
B0DF6SW1NL,"HP 27 inch All-in-One Desktop PC, FHD Display, AMD Ryzen 7 7730U, 32 GB RAM, 1 TB SSD, AMD Radeon Graphics, Windows 11 Home, 27-cr0012 (2024)",4.4,130,hp,1000,8,3,0,0,0
B0DF9GBPQT,"HP 24 inch All-in-One Desktop PC, FHD Display, AMD Ryzen 5 7520U, 8 GB RAM, 256 GB SSD, AMD Radeon Graphics, Windows 11 Home, 24-cr0002 (2024)",4.1,53,HP,500,3,5,0,0,0
B0DFCWF6WV,Acer Aspire XC-1780-UA93 Desktop | Intel Core i7-14700 20-Core Processor (Up to 5.4GHz) | 16GB 3200MHz DDR4 RAM | 512GB PCIe Gen 4 SSD | SD Card Reader | Intel Wi-Fi 6E AX211 | Windows 11 Professional,4.3,867,Acer,0,0,0,0,0,0
B0DFCXH97Z,Acer Aspire XC-1780-UA91 Desktop | Intel Core i5-13400 10-Core Processor (Up to 4.6GHz) | 8GB 3200MHz DDR4 RAM | 512GB PCIe Gen 4 SSD | SD Card Reader | Intel Wi-Fi 6E AX211 | Windows 11 Home,4.3,867,Acer,100,1,0,0,0,0
B0DFLXJJH9,"acer Chromebase CA24V2 All-in-One Desktop, 23.8'' Full HD Display, Intel I7 8 Gen Processor, 16G DDR4, M.2 NVMe 512G SSD, Webcam, Chrome OS, WiFi 5/BT 4.2/HDMI/USB 3.1 for Home & Office (Renewed)",4.0,32,acer,0,1,0,1,0,0
B0DFWY7H9M,"Morostron Laptop 16-inch 8GB DDR 256GB SSD Portable Laptop,Expandable to 1TB Pentium Quad-core CPU up to 2.64 GHz 9000mAh Battery Mini HDMI Interface USB3.0 Interface Dual-Band WiFi Webcam Slim",4.2,6,Morostron,0,0,0,0,0,0
B0DFZFQ3LW,Acer Nitro 60 N60-181-UR15 Gaming Desktop | AMD Ryzen 9 7900 12 Core Processor | NVIDIA GeForce RTX 4070 Super | 32GB DDR5 | 2TB PCIe 4.0 SSD | Wi-Fi 802.11ac | Gigabit Ethernet | Windows 11 Home,3.9,34,Acer,0,1,0,0,0,0
B0DHKTCRYB,"Morostron Laptop 16-inch 8GB DDR 128GB SSD Portable,Expandable to 1TB Pentium Quad-core CPU up to2.64 GHz 9000mAh Battery Mini HDMI Interface USB3.0 Interface Dual-Band WiFi Webcam Slim laptops",0.0,0,Morostron,0,0,0,0,0,0
B0DHXNMHY1,"STGAubron Gaming PC Computer Desktop, Radeon RX 560 4G, Intel Core I7 8th up to 4.1GHz, 16G DDR4, 512G SSD, WiFi 6 & BT 5.2, RGB Fan x2, Windows 11 Home",4.0,143,STGAubron,50,1,0,0,0,0
B0DHYK33X9,"Lenovo IdeaCentre I Gen 9 All-in-One Desktop, 27"" FHD 100Hz Touchscreen, Intel Core i7-13620H, 16GB DDR5 RAM, 1TB SSD, Webcam, Wi-Fi 6, Windows 11 Home, Grey + with A-Data 512 External SSD Bundle",4.4,26,"Lenovo Group, Ltd.",0,3,0,0,0,0
B0DHYKYVB5,"Lenovo IdeaCentre I Gen 9 All-in-One Desktop, 27"" FHD 100Hz Touchscreen, Intel Core i7-13620H, 32GB DDR5 RAM, 1TB SSD, Webcam, Wi-Fi 6, Windows 11 Home, Grey + with A-Data 512 External SSD Bundle",4.4,26,"Lenovo Group, Ltd.",0,5,0,0,0,0
B0DJ7LCSLB,"STGAubron Gaming PC Computer Desktop, Radeon RX 590 8G, Intel Core I7 8th up to 4.1GHz, 16G DDR4, 512G SSD, WiFi 6 & BT 5.2, RGB Fan x2, Windows 11 Home",3.9,280,STGAubron,0,0,0,0,0,0
B0DJ7NVWQ9,"STGAubron Gaming PC Computer Desktop, Radeon RX 580 8G, Intel Core I7 8th up to 4.10 GHz, 16G DDR4, 512G SSD, WiFi 6 & BT 5.2, RGB Fan x4, Windows 11 Home",4.1,64,STGAubron,0,1,1,0,0,0
B0DJXR6CCB,"Dell Desktop Computers Tower PC for Home Business Student, 14th Gen Intel Core i5-14400 (Beat i7-13620H), 4GB DDR5 RAM, 256GB PCIe SSD, WiFi Adapter, DisplayPort, HDMI, Type-C, Windows 11 Pro",4.7,7,Dell,0,0,0,0,0,0
B0DKT18WTH,"Morostron Laptop 16-inch 8GB DDR 256GB SSD Portable, Expandable to 1TB Pentium Quad-Core CPU up to 2.6 GHz 9000mAh Battery Mini HDMI Interface USB3.0 Dual-Band WiFi Interface",5.0,1,Morostron,0,0,0,0,0,0
B0DKT33HRN,"Morostron Laptop 16-inch 8GB DDR 64GB SSD Portable,Expandable to 1TB Pentium Quad-core CPU up to2.6 GHz 9000mAh Battery Mini HDMI Interface USB3.0 Interface Dual-Band WiFi Webcam Slim laptops",5.0,15,Morostron,0,0,0,0,0,0
B0DKT4C4HT,"Morostron Laptop 16-inch 8GB DDR 256GB SSD Portable, Expandable to 1TB Pentium Quad-Core CPU up to 2.6 GHz 9000mAh Battery Mini HDMI Interface USB3.0 Dual-Band WiFi Interface",3.6,3,Morostron,0,0,0,0,0,0
B0DLGTSMM3,"Lenovo ThinkPad E16 G2 Business Laptop Computer, 16"" FHD+, AMD 8-Core Ryzen 7 7735HS (Beat i7-1360P), 4GB DDR5, 1TB PCIe SSD, WiFi 6E, Fingerprint Reader, Backlit Keyboard, Windows 11 Pro, AZ-XUT",4.2,16,Lenovo,0,0,0,0,0,0
B0DLHDCN6P,"Apple 2024 MacBook Pro Laptop with M4 Pro, 14‑core CPU, 20‑core GPU: Built for Apple Intelligence, 16.2-inch Liquid Retina XDR Display, 24GB Unified Memory, 512GB SSD Storage; Space Black",4.8,531,Apple,1000,6,6,0,0,0
B0DLHDW2D9,"Apple 2024 MacBook Pro Laptop with M4 Max, 16‑core CPU, 40‑core GPU: Built for Apple Intelligence, 16.2-inch Liquid Retina XDR Display, 48GB Unified Memory, 1TB SSD Storage; Space Black",4.8,531,Apple,500,2,1,0,0,0
B0DLHGVQ7J,"Apple 2024 MacBook Pro Laptop with M4 Pro, 14‑core CPU, 20‑core GPU: Built for Apple Intelligence, 16.2-inch Liquid Retina XDR Display, 48GB Unified Memory, 512GB SSD Storage; Silver",4.8,531,Apple,100,4,1,0,0,0
B0DLHJYRND,"Apple 2024 MacBook Pro Laptop with M4 Max, 16‑core CPU, 40‑core GPU: Built for Apple Intelligence, 16.2-inch Liquid Retina XDR Display, 48GB Unified Memory, 1TB SSD Storage; Silver",4.8,531,Apple,100,3,3,0,0,0
B0DLHJZRF6,"Apple 2024 MacBook Pro Laptop with M4 Max, 14‑core CPU, 32‑core GPU: Built for Apple Intelligence, 16.2-inch Liquid Retina XDR Display, 36GB Unified Memory, 1TB SSD Storage; Silver",4.8,531,Apple,100,4,0,0,0,0
B0DLHMYX53,"Apple 2024 MacBook Pro Laptop with M4 Max, 14‑core CPU, 32‑core GPU: Built for Apple Intelligence, 16.2-inch Liquid Retina XDR Display, 36GB Unified Memory, 1TB SSD Storage; Space Black",4.8,531,Apple,300,4,1,0,0,0
B0DLHN4B38,"Apple 2024 MacBook Pro Laptop with M4 Pro, 14‑core CPU, 20‑core GPU: Built for Apple Intelligence, 16.2-inch Liquid Retina XDR Display, 24GB Unified Memory, 512GB SSD Storage; Silver",4.8,531,Apple,300,6,4,0,0,0
B0DLHPKY8B,"23.8"" Full HD All-in-One Desktop Computer - Intel 13th Gen - Windows 11, 8GB RAM, 256GB SSD, Dual-Band WiFi, HDMI, USB 3.0, FHD IPS Display - AIO PC with Wireless Keyboard, Mouse, 2MP Camera",4.1,94,Fusion5,0,0,0,0,0,0
B0DLHTNHZJ,"Apple 2024 MacBook Pro Laptop with M4 Pro, 14‑core CPU, 20‑core GPU: Built for Apple Intelligence, 16.2-inch Liquid Retina XDR Display, 48GB Unified Memory, 512GB SSD Storage; Space Black",4.8,531,Apple,500,3,3,0,0,0
B0DM1XS2MH,"suevery All-in-One PC 24 AIO Desktop Computer AMD Ryzen5 512G SSD DDR4 16G RAM 1080P Gaming PC 23.8"" FHD Business AIO Display for Home Office with Wired Keyboard & Mouse",3.7,10,SUEVERY,0,0,0,0,0,0
B0DM6ZJMVP,"Apple 2024 MacBook Pro Laptop with M4 Pro, 14‑core CPU, 20‑core GPU: Built for Apple Intelligence, 16.2-inch Display, 48GB Unified Memory, 512GB SSD Storage; Space Black with AppleCare+ (3 Years)",4.8,530,,0,1,0,0,0,0
B0DM71LG9C,"Apple 2024 MacBook Pro Laptop with M4 Max, 16‑core CPU, 40‑core GPU: Built for Apple Intelligence, 16.2-inch Display, 48GB Unified Memory, 1TB SSD Storage; Space Black with AppleCare+ (3 Years)",4.8,530,,0,1,0,0,0,0
B0DM72HCV4,"Apple 2024 MacBook Pro Laptop with M4 Pro, 14‑core CPU, 20‑core GPU: Built for Apple Intelligence, 16.2-inch Display, 24GB Unified Memory, 512GB SSD Storage; Space Black with AppleCare+ (3 Years)",4.8,524,,0,1,0,0,0,0
B0DM72QY98,"Apple 2024 MacBook Pro Laptop with M4 Pro, 14‑core CPU, 20‑core GPU: Built for Apple Intelligence, 16.2-inch Display, 48GB Unified Memory, 512GB SSD Storage; Silver with AppleCare+ (3 Years)",4.8,526,,0,1,0,0,0,0
B0DM74NVB4,"Apple 2024 MacBook Pro Laptop with M4 Pro, 14‑core CPU, 20‑core GPU: Built for Apple Intelligence, 16.2-inch Display, 24GB Unified Memory, 512GB SSD Storage; Silver with AppleCare+ (3 Years)",4.8,526,,0,1,0,0,0,0
B0DM9SCLWD,"Apple 2024 MacBook Pro Laptop with M4 Max, 14‑core CPU, 32‑core GPU: Built for Apple Intelligence, 16.2-inch Display, 36GB Unified Memory, 1TB SSD Storage; Space Black with AppleCare+ (3 Years)",4.8,526,,0,1,0,0,0,0
B0DMJ4GVVD,"Morostron Laptop 16-inch 6GB DDR 512GB SSD Portable,Expandable to 1TB Pentium Quad-core CPU up to 2.64 GHz 9000mAh Battery Mini HDMI Interface USB3.0 Interface Dual-Band WiFi Webcam Slim laptops",0.0,0,Morostron,0,0,0,0,0,0
B0DMJDJKYY,"iBUYPOWER Slate 8 MESH Gaming PC SMI7N47S01 (Intel Core i7 14700F, NVIDIA RTX 4070 Super 12GB, 16GB DDR5, 2TB NVMe, WiFi Ready, Win11 Home) + MEK 4 RGB Wired Mechanical Brown Switch Gamer Keyboard",4.3,3916,,0,0,0,0,0,0
B0DN331XNY,"Lenovo ThinkPad E16 Business Laptop 16.0"" WUXGA Display (AMD Ryzen 7 7735U, 16GB DDR5, 1TB PCIe SSD, AMD Radeon 660M, Backlit KB, Fingerprint, Thunderbolt 4, Win 11 Pro) w/Dockztorm Hub",0.0,0,Lenovo,0,2,0,0,0,0
B0DNRC9R8W,"LCOEVOI All-in-one Desktop Computer, 22"" FHD Display N5095 Quad Core 16G RAM 512G SSD ROM PC, Liftable Arm Rotatable Monitor WiFi Bluetooth Connection Desktop for Home Study Office Gaming (Black)",3.9,17,LCOEVOI,0,0,0,0,0,0
B0DP1KCM8L,"Lenovo ThinkPad E16 GEN 1 Home & Business Laptop (AMD Ryzen 7 7730U 8-Core, 32GB RAM, 1TB PCIe SSD, AMD Radeon, 16.0"" 60 Hz Wide UXGA (1920x1200), WiFi, Win 11 Pro) with Dockztorm Hub",4.4,97,Lenovo,0,2,0,0,0,1
B0DP3H99C8,"HP 22-dg0000 All-in-One Desktop, 4 Core Intel Pentium Silver J5040, Intel UHD Graphics 600, 8GB DDR4, 128GB M.2 SSD, 21.45"" FHD IPS Display, Wi-Fi, RJ-45, HDMI, Windows 11 H, Cashmere White (Renewed)",4.1,20,HP,50,1,0,1,0,0
B0DP4SRWVP,"laptop 16-inch , 8GB DDR 64GB SSD portable, expandable to 1TB, Pentium quad-core CPU up to2.64 GHz, 9000mAh battery, Mini HDMI interface, USB3.0 interface, dual-band WiFi, webcam, slim laptops",0.0,0,Morostron,0,0,0,0,0,0
B0DP4TDM8N,"laptop 16-inch , 8GB DDR 512GB SSD portable, expandable to 1TB, Pentium quad-core CPU up to2.64 GHz, 9000mAh battery, Mini HDMI interface, USB3.0 interface, dual-band WiFi, webcam, slim laptops",0.0,0,Morostron,0,0,0,0,0,0
B0DPG9HPR9,"HP 27"" FHD Touchscreen Intel Ultra 7 AI All-in-One Desktop, 27"" FHD Touchscreen, Intel Ultra 7 155U, 64GB DDR5 RAM, 2TB SSD, Wired KB & Mouse, Wi-Fi 6, W11H, with ADATA 512 External SSD Bundle",4.8,6,HP inc.,0,3,0,0,0,0
B0DPHLKSJH,"Lenovo ThinkCentre Neo 50a All-in-One Business Desktop, 27” FHD 100Hz Display, Intel Core i7-13620H, 32GB DDR5 RAM, 1TB SSD, Webcam, HDMI, Type-C, Wi-Fi 6, Wired Keyboard & Mouse, Windows 11 Pro",4.0,71,"Lenovo Group, Ltd.",0,1,1,0,0,0
B0DPKLJ4CV,"Alienware Aurora Gaming Desktop ACT1250 - Intel Core Ultra 7 265F, 32GB DDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 5070, 1000W Platinum Rated PSU, Windows 11 Home, Clear Panel - Black",4.3,151,Dell,500,7,4,0,0,0
B0DPR1QS42,"STGAubron Gaming PC Computer Desktop, Intel Core i7 up to 3.9G, Radeon RX 590 8G, 32GB RAM, 1TB SSD, 600M WiFi, BT 5.0, RGB Fan x 4, Windows 11 Home",3.3,18,STGAubron,0,0,0,0,0,0
B0DQ51QM23,"NINGMEI Gaming PC Desktop,AMD Ryzen 5 5600GT 6 core 3.6GHz(up to 4.6GHz),16GB DDR4 RAM 3200MHz,1TB NVME SSD, Tower Computer with 550W PSU, Windows 11 Home 64-bit for Home and Office,Black",4.4,90,NINGMEI,0,0,0,0,0,0
B0DQ6PVLCV,"Skytech Gaming Azure 3 Desktop PC, Ryzen 7 9700X 3.8 GHz (5.5GHz), NVIDIA RTX 4060 8GB, 1TB NVMe SSD, 16GB DDR5 RAM 6000, 650W Gold PSU, 360mm ARGB AIO, Wi-Fi, Win 11",4.4,50,Skytech Gaming,0,2,0,0,0,0
B0DQ6RM33G,"Skytech Azure Gaming PC Desktop, Ryzen 7 9700X 3.8 GHz (5.5GHz Turbo Boost), NVIDIA RTX 4060 8GB GDDR6, 1TB SSD, 16GB DDR5 RAM 6000, 650W Gold PSU, 360mm ARGB AIO, Wi-Fi, Win 11 Home",4.1,541,Skytech Gaming,0,1,0,0,0,0
B0DQCQ9KLG,"HP Desktop Computers Tower PC for Home Business Student, Intel 6-Core i5-12500 (Beat i7-11700), 12GB DDR4 RAM, 128GB PCIe SSD, WiFi, Bluetooth, RJ-45, Keyboard and Mouse, Windows 11 Pro",5.0,1,hp,0,0,0,0,0,0
B0DQCSKVBX,"HP Desktop Computers Tower PC for Home Business Student, Intel 6-Core i5-12500 (Beat i7-11700), 12GB DDR4 RAM, 512GB PCIe SSD, WiFi, Bluetooth, RJ-45, Keyboard and Mouse, Windows 11 Pro",5.0,1,hp,0,0,0,0,0,0
B0DQCSP28X,"HP Desktop Computers Tower PC for Home Business Student, Intel 6-Core i5-12500 (Beat i7-11700), 8GB DDR4 RAM, 4TB PCIe SSD, WiFi, Bluetooth, RJ-45, Keyboard and Mouse, Windows 11 Pro",5.0,1,hp,0,0,0,0,0,0
B0DQCVPY3Q,"HP Desktop Computers Tower PC for Home Business Student, Intel 6-Core i5-12500 (Beat i7-11700), 12GB DDR4 RAM, 256GB PCIe SSD, WiFi, Bluetooth, RJ-45, Keyboard and Mouse, Windows 11 Pro",5.0,1,hp,0,0,0,0,0,0
B0DQCW4B58,"HP 15.6"" FHD Laptop Computer for Business Home and Student, 8GB DDR4 RAM, 512GB PCIe SSD, Intel Processor (Beat i3-1115G4), WiFi 6E, Bluetooth 5.3, Type-C, HDMI, Webcam, Windows 11 Pro",4.6,20,hp,0,0,0,0,0,0
B0DR2QCKNR,"Auusda 15.6"" Laptop Computer Notebook, 4-Core N95 Processor, FHD Display, Backlit Keyboard, Fingerprint, Webcam, Bluetooth, WiFi, Win 11 Pro, 10TB Upgradeable, T152A, 16GB RAM, 1TB NVMe SSD, Silver",4.3,439,Auusda,1000,6,0,0,0,2
B0DRD3XZ4T,"NINGMEI Soul Gaming PC Desktop,AMD Ryzen 5 5600GT 6 core 3.6GHz(up to 4.6GHz),AMD Radeon Vega 7 Graphics,16GB DDR4 RAM 3200MHz,1TB NVME SSD,550W PSU, Windows 11 Home 64-bit,White",4.4,87,NINGMEI,50,0,0,0,0,0
B0DRW6TPHK,"STGAubron Gaming PC Computer Desktop, Intel Core i7 up to 3.9G, GeForce GTX 1660 Super 6G, 32G RAM, 1T SSD, WiFi, BT 5.0, RGB Fan x6, Windows 11 Home",3.7,385,STGAubron,0,2,0,0,0,0
B0DS1ZDDD2,"Dell Inspiron All-in-One Touch Screen Desktop Computer, 24"" LED Low Blue Light Display, 14th Gen Intel Core7 150U, 64GB RAM, 2TB PCIe SSD, Wi-Fi 6, USB-C, HDMI, Wireless KB & Mouse, Windows 11 Pro",4.3,23,Dell Computers,0,4,0,0,0,0
B0DS1ZYY3S,"Dell Inspiron All-in-One Touch Screen Desktop Computer, 24"" LED Low Blue Light Display, 14th Gen Intel Core7 150U, 64GB RAM, 4TB PCIe SSD, Wi-Fi 6, USB-C, HDMI, Wireless KB & Mouse, Windows 11 Pro",4.3,23,Dell Computers,0,2,0,0,0,0
B0DS21CLBR,"Dell All-in-One Touch Screen Business Desktop, 14th Gen Intel Core7 150U, 24"" LED Low Blue Light Display, 32GB DDR5 Memory, 1TB PCIe SSD & 512GB Portable SSD, HDMI, Wireless KB & Mouse, Windows 11",4.3,23,Dell Computers,0,6,0,0,0,0
B0DS21GVLQ,"Dell Inspiron All-in-One Touch Screen Desktop Computer, 24"" LED Low Blue Light Display, 14th Gen Intel Core7 150U, 16GB RAM, 1TB PCIe SSD, Wi-Fi 6, USB-C, HDMI, Wireless KB & Mouse, Windows 11 Pro",4.3,23,Dell Computers,0,5,0,0,0,0
B0DS226Q9G,"Dell Inspiron All-in-One Touch Screen Desktop Computer, 24"" LED Low Blue Light Display, 14th Gen Intel Core7 150U, 16GB RAM, 512GB PCIe SSD, Wi-Fi 6, USB-C, HDMI, Wireless KB & Mouse, Windows 11 Pro",4.3,23,Dell Computers,0,9,0,0,0,0
B0DS228ML8,"Dell Inspiron All-in-One Touch Screen Desktop Computer, 24"" LED Low Blue Light Display, 14th Gen Intel Core7 150U, 32GB RAM, 2TB PCIe SSD, Wi-Fi 6, USB-C, HDMI, Wireless KB & Mouse, Windows 11 Pro",4.3,23,Dell Computers,0,7,0,0,0,0
B0DS686YVC,"HP Victus Pro 15L RTX 4060 Tower Gaming Desktop, Intel i5-14400F (Beats Intel i7-13650HX), NVIDIA GeForce RTX 4060, 32GB RAM, 1TB SSD, Wi-Fi 6, Win11 Pro, Machenike Mechanical Gaming Keyboard Bundle",5.0,2,HP Inc.,0,0,0,0,0,0
B0DSGHHHMC,"HP EliteDesk 805 G9 SFF Business Desktop Computer, AMD Ryzen 5 8500G, 16GB DDR5, 1TB PCIe SSD, Radeon 740M Graphics, Dual 4K Display Support, USB-C, HDMI, RJ-45, Wi-Fi, Wired KB & Mouse, Win11 Pro",4.4,1307,hp,0,2,1,0,0,0
B0DSQ739WH,"Lenovo V50t Gen 2 Business Desktop Computer, Intel 4-Core Processor(Up to 4.3Ghz), 64GB RAM, 4TB PCIe SSD, 4K 3-Monitor Support, DisplayPort, HDMI, VGA, DVD-RW, Wi-Fi, Bluetooth, Windows 11 Pro",5.0,3,Lenovo,0,0,0,0,0,0
B0DSZ1T3K8,suevery Desktop Computer RTX 4060 8G 14Th Core I7 14700KF(20Cores 28 Threads UP to 5.6G) 32G DDR5 RAM NVMe SSD 1TB Home Prebuilt Gaming PC White,3.7,80,SUEVERY,0,0,0,0,0,0
B0DSZWB8MN,suevery Gaming PC | 16G RAM | 512G SSD | Core I5 12400F 2.5G | 6Cores UP to 4.4G | 4K Prebuilt Office Desktop Computer Wi Fi Home White,3.2,6,SUEVERY,0,0,0,0,0,0
B0DT1LZJK3,"Lenovo IdeaPad 1i Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1235U Processor, 40GB DDR4 RAM, 2TB PCIe SSD, Webcam, Wi-Fi 6, HDMI, Windows 11 Home, Blue",4.4,205,"Lenovo Group, Ltd.",50,17,1,0,0,0
B0DT1MCQX9,"Lenovo IdeaPad 1i Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1235U Processor, 24GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi 6, Windows 11 Home, Blue",4.4,205,"Lenovo Group, Ltd.",300,37,2,0,0,0
B0DT1MJP2V,"Lenovo IdeaPad 1i Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1235U Processor, 16GB RAM, 512GB SSD, Webcam, HDMI, Wi-Fi 6, Windows 11 Home, Blue",4.4,205,"Lenovo Group, Ltd.",500,38,0,0,0,0
B0DT5V1HYV,"YAWYORE Gaming PC Desktop Computer AMD Ryzen 5 5600GT,16GB DDR4 3200MHz,1TB M.2 NVMe PCle4.0 Gen4,550W 80PLUS PSU,WiFi,Game Design Office Console,Sea View Room, Towers Prebuilt PC (Black)",4.4,105,YAWYORE,300,1,0,0,0,0
B0DVCZD19R,"Skytech King 95 Gaming PC Desktop, Ryzen 7 9700X 3.8 GHz (5.5GHz Turbo Boost), NVIDIA RTX 5070 12GB GDDR7, 1TB Gen4 SSD, 32GB DDR5 RAM 6000 RGB, 850W Gold PSU, 360mm ARGB AIO, Wi-Fi, Win 11 Home",4.3,328,Skytech Gaming,100,2,0,0,0,0
B0DW1X5YCQ,"ASUS ROG Strix G16 (2025) Gaming Laptop, 16” ROG Nebula Display 16:10 2.5K 240Hz/3ms, NVIDIA® GeForce RTX™ 5070 Ti GPU, Intel® Core™ Ultra 9 275HX Processor, 32GB DDR5, 1TB SSD, Wi-Fi 7, Win11 Home",4.3,377,ASUS,1000,1,4,0,0,0
B0DW47STJG,"CyberPowerPC Gamer Xtreme VR Gaming PC, Intel Core i5-14400F 2.5GHz, Arc B580 12GB, 16GB DDR5, 2TB PCIe 4.0 SSD, WiFi Ready & Windows 11 Home (GXiVR8060A32)",4.6,698,CyberPowerPC,0,0,0,0,0,0
B0DW48CVHG,"CyberPowerPC Gamer Xtreme VR Gaming PC, Intel Core Ultra 5 225F 3.3GHz, Arc B580 12GB, 16GB DDR5, 2TB PCIe 4.0 SSD, WiFi Ready & Windows 11 Home (GXiVR8060A33)",4.6,703,CyberPowerPC,0,0,0,0,0,0
B0DW48SNK2,"CyberPowerPC Gamer Xtreme VR Gaming PC, Intel Core Ultra 5 225F 3.3GHz, GeForce RTX 5060 Ti 8GB, 16GB DDR5, 2TB PCIe 4.0 SSD, WiFi Ready & Windows 11 Home (GXiVR8060A35)",4.6,703,CyberPowerPC,0,2,0,0,0,0
B0DW4C55TL,"CyberPowerPC Gamer Xtreme VR Gaming PC, Intel Core i5-14400F 2.5GHz, GeForce RTX 5060 Ti 8GB, 16GB DDR5, 2TB PCIe 4.0 SSD, WiFi Ready & Windows 11 Home (GXiVR8060A34)",4.6,703,CyberPowerPC,0,2,0,0,0,0
